Time	Agent	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.55841326713562	1	17	157.90625	32.092014	200.0	106.0	157.90625	32.092015532488766	5053	15198
3.4144911766052246	1	18	170.36667	34.170635	200.0	90.0	170.36666666666667	34.17063391601365	5111	20309
4.274606227874756	1	19	183.64285	31.34168	200.0	72.0	183.64285714285714	31.341681837581135	5142	25451
0.8662428855895996	2	15	120.48837	47.31555	200.0	37.0	120.48837209302326	47.3155523342881	5181	5181
1.7314937114715576	2	16	139.35135	39.518192	200.0	58.0	139.35135135135135	39.518190280410295	5156	10337
2.581098794937134	2	17	147.14706	40.692627	200.0	58.0	147.14705882352942	40.69263002569758	5003	15340
3.4533159732818604	2	18	162.28125	41.710487	200.0	69.0	162.28125	41.71048607289898	5193	20533
4.3210108280181885	2	19	172.3	36.557854	200.0	96.0	172.3	36.55785369338122	5169	25702
0.8721048831939697	0	20	184.71428	30.39955	200.0	102.0	184.71428571428572	30.399550211495313	5172	5172
1.7406690120697021	0	21	199.3077	3.4615383	200.0	182.0	199.30769230769232	3.4615384615384612	5182	10354
